Class-01 | Maths | Intro : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6362660621112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-52 | G.A | Capital & Currency : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6367604233112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-53 | G.A | Important Days : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6367718477112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-54 | G.A | International Organisation : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6367812959112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-55 | G.A | Sports Trophy & Events : https://www.youtube.com/embed/Iq7WiBt0h8U
Class-56 | G.A | Sports Trophy & Events : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6368029516112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-01 | Computer | INTRODUCTION : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6363023976112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-02 | Computer | COMPUTER ARCHITECTURE : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6363068304112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-03 | Computer | COMPUTER ARCHITECTURE : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6363116257112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-04 | Computer | COMPUTER ARCHITECTURE : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6363231784112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-05 | Computer | COMPUTER ARCHITECTURE : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6363325819112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-06 | Computer | COMPUTER ARCHITECTURE : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6363370601112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-07 | Computer | MEMORY UNITS : https://edge.api.brightcove.com/playback/v1/accounts/6206459123001/videos/6363419425112/master.m3u8?bcov_auth=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJpYXQiOjE3NTExOTY4NzMsImNvbiI6eyJpc0FkbWluIjpmYWxzZSwiYXVzZXIiOiJVMFZ6TkdGU2NuQlZjR3h5TkZwV09FYzBURGxOZHowOSIsImlkIjoiYUdGblVVUlBSV2xYZVUxQ1RtaDZURmh4VTJ0U1VUMDkiLCJmaXJzdF9uYW1lIjoiUm1SUE0wcDRlSHBQVjBnMk5IWm9TbTFCZWxsa1VUMDkiLCJlbWFpbCI6IlNsUlFWRmhXVXl0blN6RkhiV1lyUWtaVFIyZE9ZV2RqTTIxNVZXOVdiaXRpYTBjM01FdDJNbEUzZHowPSIsInBob25lIjoiUXpSRFFWUjBkMjVQTm1SRlJuWnZiMjVSTmxaNlp6MDkiLCJhdmF0YXIiOiJLM1ZzY1M4elMwcDBRbmxrYms4M1JEbHZla05pVVQwOSIsInJlZmVycmFsX2NvZGUiOiJaRFZXT1dGcFFuRjJXa1Z6U1cxSmNVWXdZVnBxVVQwOSIsImRldmljZV90eXBlIjoiYW5kcm9pZCIsImRldmljZV92ZXJzaW9uIjoiUShBbmRyb2lkIDEwLjApIiwiZGV2aWNlX21vZGVsIjoiWGlhb21pIE0yMDA3SjIwQ0kiLCJyZW1vdGVfYWRkciI6IjQ0LjIwMi4xOTMuMjIwIn19.qpt2iMiyWdKpB6oGEy0obSHnGXAQ3YzeMRPwSw5X4eQ7WYLqwCEHWdUMsjlwRI8t9IjvAEVCfpCb6DgaL1RcNEypvzyH7_N7-Zug7quHI8OfB4Xq0ddT2mlWgt0mtqmbwLbolVGHwowy0AleP3RoFH7CdeQbwFnXQEUiyrC3YiROlsdwTMt_g0YA3KfCLPYbK4SnKVWrgRTE1T7an8_vFTOyi6ML_7eEtZKE1KolLbNlsOjqtn51HpSbkH3rRcrmRA4D9cu_HVA48LogJIh4MRFP8dTANpi1YuosBlVQZEP-reMXl2_HDDQqWWSipQICT8kkD-x3S0HmnKlMn-pRiw
Class-08 | Computer | COMPUTER HARDWARE : https://www.youtube.com/embed/u1tIZ6wMTg0
