(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान के प्रमुख अनुसंधान केंद्र || 18-March : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2058613/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || प्रकाश || 28-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1954466/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-2 || प्रकाश || 29-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1956002/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-3 || प्रकाश || 29-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1956003/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || संख्या पद्धति (Number System) ||22-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1838985/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || संख्या पद्धति (Number System) ||24-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1841357/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || संख्या पद्धति (Number System) ||25-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1842049/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4|| संख्या पद्धति (Number System) ||26-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1843116/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || गणितीय मूल संक्रियाएँ || 29-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1847643/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || गणितीय मूल संक्रियाएँ ||03-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1851172/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || गणितीय मूल संक्रियाएँ ||04-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1852618/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4 || गणितीय मूल संक्रियाएँ ||06-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1856015/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-5 || गणितीय मूल संक्रियाएँ ||07-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1856857/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || अभाज्य गुणनखंड ||08-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1858401/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || अभाज्य गुणनखंड || 09-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1859247/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || लघुत्तम समापवर्त्‍य एवं महत्तम समापवर्तक|| 12-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1864027/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || लघुत्तम समापवर्त्‍य एवं महत्तम समापवर्तक || 13-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1865325/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || लघुत्तम समापवर्त्‍य एवं महत्तम समापवर्तक || 14-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1866665/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4 || लघुत्तम समापवर्त्‍य एवं महत्तम समापवर्तक || 16-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1868670/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || प्रतिशत || 17-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1869669/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || प्रतिशत || 19-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1872932/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || प्रतिशत || 20-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1874341/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4 || प्रतिशत || 21-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1875840/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-5 || प्रतिशत || 23-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1877399/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || लाभ-हानि || 25-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1879483/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || लाभ-हानि || 26-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1880438/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || लाभ-हानि || 27-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1882157/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4 || लाभ-हानि || 28-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1883847/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-5 || लाभ-हानि || 30-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1885783/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || साधारण ब्याज || 31-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1886900/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || साधारण ब्याज || 02-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1890227/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || साधारण ब्याज || 03-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1891720/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || चक्रवृद्धि ब्याज || 04-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1893430/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || चक्रवृद्धि ब्याज || 05-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1894954/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || चक्रवृद्धि ब्याज || 06-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1895549/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4 || चक्रवृद्धि ब्याज || 07-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1896900/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || क्षेत्रमिति || 09-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1899680/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || क्षेत्रमिति || 16-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1902221/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || क्षेत्रमिति || 17-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1903322/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-4 || क्षेत्रमिति || 18-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1904205/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-5 || क्षेत्रमिति || 19-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1905617/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-1 || रेखा एवं कोण || 20-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1905932/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-2 || रेखा एवं कोण || 21-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1907117/plain/720x1280.mp4
(Mathematics - Mahendra Goyal Sir) Part-3 || रेखा एवं कोण || 16-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1938325/plain/720x1280.mp4
(सामाजिक अध्ययन शिक्षण विधियां - के पी सर) Part-1 || सामाजिक अध्ययन शिक्षण विधियां || 10-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1613881/plain/720x1280.mp4
(सामाजिक अध्ययन शिक्षण विधियां - के पी सर) Part-2 || सामाजिक अध्ययन शिक्षण विधियां || 13-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1615992/plain/720x1280.mp4
(सामाजिक अध्ययन शिक्षण विधियां - के पी सर) Part-3 || सामाजिक अध्ययन शिक्षण विधियां || 16-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1618464/plain/720x1280.mp4
(सामाजिक अध्ययन शिक्षण विधियां - के पी सर) Part-4 || सामाजिक अध्ययन शिक्षण विधियां || 18-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1619582/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-1 || शिक्षण विधियाँ || 24-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1598709/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-2 || शिक्षण विधियाँ || 25-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1599526/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-3 || शिक्षण विधियाँ || 28-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1601742/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-4|| शिक्षण विधियाँ || 29-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1602865/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-5|| शिक्षण विधियाँ || 31-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1604582/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-6|| शिक्षण विधियाँ || 01-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1606797/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-7|| शिक्षण विधियाँ || 02-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1606798/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-8|| शिक्षण विधियाँ || 03-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1608731/plain/720x1280.mp4
(गणित शिक्षण विधियाँ - के. पी सर ) Part-9 || शिक्षण विधियाँ  || 04-February : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1609509/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-1 (राजस्थान का भूगोल)(Q1-20) || 20-March : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2171302/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-1 (राजस्थान का भूगोल)(Q21-50) || 20-March : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2171303/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-2 || Polity || Vikram sir || 31-March : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2140648/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-3 (राजस्थान की अर्थव्यवस्था) || Rajeev Sir || 10-April : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2143978/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-4 || Ravindra sir || 18-April : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2134670/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-5 || Ravindra sir || 30-April : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2134663/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-6 || Polity || Vikram Sir || 10-May : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2138830/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-7 || Polity || Vikram sir || 20-May : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2136917/plain/720x1280.mp4
(TEST) Rajasthan General Knowledge || Test Paper-8 (राजस्थान का भूगोल) || Ravindra Sir || 30-May : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/2145359/plain/720x1280.mp4
